,domain_id,domain_name,domain_url
496,8202,Halmahera Tengah,https://haltengkab.bps.go.id
497,8203,Kepulauan Sula,https://kepsulkab.bps.go.id
498,8204,Halmahera Selatan,https://halmaheraselatankab.bps.go.id
499,8205,Halmahera Utara,https://halutkab.bps.go.id
500,8206,Halmahera Timur,https://haltimkab.bps.go.id
501,8207,Pulau Morotai,https://morotaikab.bps.go.id
502,8208,Pulau Taliabu,https://taliabukab.bps.go.id
503,8271,Ternate,https://ternatekota.bps.go.id
504,8272,Tidore Kepulauan,https://tikepkota.bps.go.id
505,9100,Papua Barat,https://papuabarat.bps.go.id
506,9101,Fakfak,https://fakfakkab.bps.go.id
507,9102,Kaimana,https://kaimanakab.bps.go.id
508,9103,Teluk Wondama,https://telukwondamakab.bps.go.id
509,9104,Teluk Bintuni,https://telukbintunikab.bps.go.id
510,9105,Manokwari,https://manokwarikab.bps.go.id
511,9106,Sorong Selatan,https://sorongselatankab.bps.go.id
512,9107,Sorong,https://sorongkab.bps.go.id
513,9108,Raja Ampat,https://rajaampatkab.bps.go.id
514,9109,Tambrauw,https://tambrauwkab.bps.go.id
515,9110,Maybrat,https://maybratkab.bps.go.id
516,9111,Manokwari Selatan,https://manokwariselatankab.bps.go.id
517,9112,Pegunungan Arfak,https://pegununganarfakkab.bps.go.id
518,9171,Sorong,https://sorongkota.bps.go.id
519,9400,Papua,https://papua.bps.go.id
520,9401,Merauke,https://meraukekab.bps.go.id
521,9402,Jayawijaya,https://jayawijayakab.bps.go.id
522,9403,Jayapura,https://jayapurakab.bps.go.id
523,9404,Nabire,https://nabirekab.bps.go.id
524,9408,Kepulauan Yapen,https://kepulauanyapenkab.bps.go.id
525,9409,Biak Numfor,https://biaknumforkab.bps.go.id
526,9410,Paniai,https://paniaikab.bps.go.id
527,9411,Puncak Jaya,https://puncakjayakab.bps.go.id
528,9412,Mimika,https://mimikakab.bps.go.id
529,9413,Boven Digoel,https://bovendigoelkab.bps.go.id
530,9414,Mappi,https://mappikab.bps.go.id
531,9415,Asmat,https://asmatkab.bps.go.id
532,9416,Yahukimo,https://yahukimokab.bps.go.id
533,9417,Pegunungan Bintang,https://pegununganbintangkab.bps.go.id
534,9418,Tolikara,https://tolikarakab.bps.go.id
535,9419,Sarmi,https://sarmikab.bps.go.id
536,9420,Keerom,https://keeromkab.bps.go.id
537,9426,Waropen,https://waropenkab.bps.go.id
538,9427,Supiori,https://supiorikab.bps.go.id
539,9428,Mamberamo Raya,https://mamberamorayakab.bps.go.id
540,9429,Nduga,https://ndugakab.bps.go.id
541,9430,Lanny Jaya,https://lannyjayakab.bps.go.id
542,9431,Mamberamo Tengah,https://mamberamotengahkab.bps.go.id
543,9432,Yalimo,https://yalimokab.bps.go.id
544,9433,Puncak,https://puncakkab.bps.go.id
545,9434,Dogiyai,https://dogiyaikab.bps.go.id
546,9435,Intan Jaya,https://intanjayakab.bps.go.id
547,9436,Deiyai,https://deiyaikab.bps.go.id
548,9471,Jayapura,https://jayapurakota.bps.go.id
