,domain_id,domain_name,domain_url
461,7411,Kolaka Timur,https://koltimkab.bps.go.id
462,7412,Konawe Kepulauan,https://konkepkab.bps.go.id
463,7413,Muna Barat,https://munbarkab.bps.go.id
464,7414,Buton Tengah,https://butengkab.bps.go.id
465,7415,Buton Selatan,https://buselkab.bps.go.id
466,7471,Kendari,https://kendarikota.bps.go.id
467,7472,Baubau,https://baubaukota.bps.go.id
468,7500,Gorontalo,https://gorontalo.bps.go.id
469,7501,Boalemo,https://boalemokab.bps.go.id
470,7502,Gorontalo,https://gorontalokab.bps.go.id
471,7503,Pohuwato,https://pohuwatokab.bps.go.id
472,7504,Bone Bolango,https://bonebolangokab.bps.go.id
473,7505,Gorontalo Utara,https://gorontaloutarakab.bps.go.id
474,7571,Gorontalo,https://gorontalokota.bps.go.id
475,7600,Sulawesi Barat,https://sulbar.bps.go.id
476,7601,Majene,https://majenekab.bps.go.id
477,7602,Polewali Mandar,https://polewalimandarkab.bps.go.id
478,7603,Mamasa,https://mamasakab.bps.go.id
479,7604,Mamuju,https://mamujukab.bps.go.id
480,7605,Mamuju Utara,https://mamujuutarakab.bps.go.id
481,7606,Mamuju Tengah,https://mamujutengahkab.bps.go.id
482,8100,Maluku,https://maluku.bps.go.id
483,8101,Maluku Tenggara Barat,https://mtbkab.bps.go.id
484,8102,Maluku Tenggara,https://malukutenggarakab.bps.go.id
485,8103,Maluku Tengah,https://malukutengahkab.bps.go.id
486,8104,Buru,https://burukab.bps.go.id
487,8105,Kepulauan Aru,https://keparukab.bps.go.id
488,8106,Seram Bagian Barat,https://sbbkab.bps.go.id
489,8107,Seram Bagian Timur,https://sbtkab.bps.go.id
490,8108,Maluku Barat Daya,https://malukubaratdayakab.bps.go.id
491,8109,Buru Selatan,https://burselkab.bps.go.id
492,8171,Ambon,https://ambonkota.bps.go.id
493,8172,Tual,https://tualkota.bps.go.id
494,8200,Maluku Utara,https://malut.bps.go.id
495,8201,Halmahera Barat,https://halbarkab.bps.go.id
